lat,long,full_taxa
19.43333333,-103.25,Phaseolus vulgaris L.
19.8,-99.08333333,Phaseolus vulgaris L.
19.66666667,-99.18333333,Phaseolus vulgaris L.
19.7,-101.1166667,Phaseolus vulgaris L.
40.9,30.48333333,Phaseolus vulgaris L.
29.1,58.35,Phaseolus vulgaris L.
39.86666667,32.86666667,Phaseolus vulgaris L.
14.61666667,-90.85,Phaseolus vulgaris L.
31.91666667,-111.8833333,Phaseolus vulgaris L.
32.15,-112.1,Phaseolus vulgaris L.
-3.11666667,29.4,Phaseolus vulgaris L.
-4.26666667,29.61666667,Phaseolus vulgaris L.
-1.53333333,28.95,Phaseolus vulgaris L.
-1.4,29.01666667,Phaseolus vulgaris L.
-0.53333333,29.15,Phaseolus vulgaris L.
-0.36666667,29.3,Phaseolus vulgaris L.
14.06583333,-87.04972222,Phaseolus vulgaris L.
4.6833,-74.45,Phaseolus lunatus L.
39.78666667,70.6375,Phaseolus vulgaris L.
-16.38333333,-67.51666667,Phaseolus lunatus L.
15.43333333,-92.9,Phaseolus acutifolius A. Gray
30,-109.8333333,Phaseolus acutifolius A. Gray
8.3,-71.66666667,Phaseolus dumosus Macfad.
14.56667,-88.95,Phaseolus vulgaris
39.3,37.5,Phaseolus vulgaris L.
-4.96666667,15.8,Phaseolus vulgaris L.
41.98333333,21.43333333,Phaseolus vulgaris L.
16.23333333,-89.45,Phaseolus vulgaris L.
32.63333333,-97.25,Phaseolus vulgaris L.
18.86666667,-97.4,Phaseolus vulgaris L.
27.06666667,-106.1666667,Phaseolus vulgaris L.
19.46666667,-101.7333333,Phaseolus vulgaris L.
-3.85,-40.93305556,Phaseolus vulgaris L.
15.35,-91.01666667,Phaseolus vulgaris L.
26.25,-106.9166667,Phaseolus vulgaris L.
35.33333333,51.63333333,Phaseolus vulgaris L.
47.88333333,21.85,Phaseolus vulgaris L.
51.82667,23.05667,Phaseolus vulgaris
51.8075,23.0275,Phaseolus vulgaris L.
51.80027778,23.0225,Phaseolus vulgaris L.
2.95,-75.5667,Phaseolus lunatus L.
39.045,68.82611,Phaseolus vulgaris
2.11666667,-76.95,Phaseolus lunatus L.
8.91666667,-75.86666667,Phaseolus lunatus L.
18.9,-96.93333333,Phaseolus coccineus L.
26.31666667,-105.6666667,Phaseolus acutifolius A. Gray var. acutifolius
34.73333333,110,Phaseolus coccineus L.
9.5,-83.5,Phaseolus vulgaris L.
14.08333333,-88.58333333,Phaseolus vulgaris L.
14.21666667,-88.78333333,Phaseolus vulgaris L.
15.26666667,-86.9,Phaseolus vulgaris L.
15.51666667,-86.31666667,Phaseolus vulgaris L.
41.5,41.5,Phaseolus vulgaris L.
31.95,35.93333333,Phaseolus vulgaris L.
16.73333333,-93.71666667,Phaseolus vulgaris L.
18.65,-99.56666667,Phaseolus vulgaris L.
22.4,-97.91666667,Phaseolus vulgaris L.
24.03333333,-104.6666667,Phaseolus vulgaris L.
19.13305556,-98.16694444,Phaseolus vulgaris L.
43.25,76.95,Phaseolus vulgaris L.
46.43333333,18.76666667,Phaseolus vulgaris L.
37.28333333,49.98333333,Phaseolus vulgaris L.
20.4,-103.2,Phaseolus vulgaris L.
-2.36666667,30.5,Phaseolus vulgaris L.
-1.36666667,28.95,Phaseolus vulgaris L.
-0.41666667,29.08333333,Phaseolus vulgaris L.
-22.29666667,-64.70666667,Phaseolus vulgaris L.
0.57277778,-78.13444444,Phaseolus vulgaris L.
38.67333333,69.32861111,Phaseolus spp.
-25.41694444,-49.25,Phaseolus lunatus L.
15.45,-90.33333333,Phaseolus coccineus L.
31.91388889,-111.7988889,Phaseolus acutifolius A. Gray
-1.46666667,-77.98333333,Phaseolus dumosus Macfad.
38.38333333,34.05,Phaseolus vulgaris L.
37.81666667,14.21666667,Phaseolus vulgaris L.
23.28333333,69.68333333,Phaseolus vulgaris L.
38.1,37.88333333,Phaseolus vulgaris L.
15.1,-90.26666667,Phaseolus vulgaris L.
15.05,-90.06666667,Phaseolus vulgaris L.
14.08333333,-87.2,Phaseolus vulgaris L.
16.78333333,-92.71666667,Phaseolus vulgaris L.
24.53305556,-104.75,Phaseolus vulgaris L.
20.95,-101.4333333,Phaseolus vulgaris L.
19.68333333,-100.0333333,Phaseolus vulgaris L.
18.28333333,-98.6,Phaseolus vulgaris L.
19.31666667,-98.18333333,Phaseolus vulgaris L.
34.3,48.81666667,Phaseolus vulgaris L.
34.46666667,57.31666667,Phaseolus vulgaris L.
-14.41666667,-69.33333333,Phaseolus vulgaris L.
26.25,-107.0833333,Phaseolus vulgaris L.
-2.71666667,29.05,Phaseolus vulgaris L.
42.46666667,78.41666667,Phaseolus vulgaris L.
52.095,23.13888889,Phaseolus vulgaris L.
38.34556,71.41861,Phaseolus vulgaris
1.9,-76.2333,Phaseolus lunatus L.
3,-75.0667,Phaseolus lunatus L.
41.99972222,45.71055556,Phaseolus vulgaris L.
14.81666667,-91.51666667,Phaseolus coccineus L.
16.31666667,-92.15,Phaseolus dumosus Macfad.
13.83333333,-88.91666667,Phaseolus acutifolius A. Gray var. acutifolius
-10.91694444,-37.06694444,Phaseolus lunatus L.
-16.38305556,-46.88305556,Phaseolus lunatus L.
15.01666667,-87.26666667,Phaseolus vulgaris L.
14.8,-88.6,Phaseolus vulgaris L.
15.46666667,-88.51666667,Phaseolus vulgaris L.
13.52,-87.13,Phaseolus vulgaris L.
15.65,-86.66666667,Phaseolus vulgaris L.
40.3,38.43333333,Phaseolus vulgaris L.
11.35,76.81666667,Phaseolus vulgaris L.
33.9,73.4,Phaseolus vulgaris L.
42.8,-77.81666667,Phaseolus vulgaris L.
19.65,-101.2166667,Phaseolus vulgaris L.
14.61666667,-90.78333333,Phaseolus vulgaris L.
19.4,-101.1666667,Phaseolus vulgaris L.
20.38333333,-101.2,Phaseolus vulgaris L.
21.01666667,-101.2666667,Phaseolus vulgaris L.
18.96666667,-99.6,Phaseolus vulgaris L.
23.63333333,-103.65,Phaseolus vulgaris L.
19.53333333,-103.5,Phaseolus vulgaris L.
36.83333333,50.85,Phaseolus vulgaris L.
16.66694444,-92.5,Phaseolus vulgaris L.
-1.45,28.88333333,Phaseolus vulgaris L.
20.55,-104.0330556,Phaseolus vulgaris L.
18.9,-97.08333333,Phaseolus vulgaris L.
26.33306,-106.93306,Phaseolus vulgaris
51.33722,23.51139,Phaseolus vulgaris
18.41,-97.3,Phaseolus vulgaris L.
14.05527778,-87.11,Phaseolus vulgaris L.
13.65,-87.53333333,Phaseolus vulgaris L.
13.5,-87.18333333,Phaseolus vulgaris L.
51.88333333,-102,Phaseolus vulgaris L.
49.35,-98.18333333,Phaseolus vulgaris L.
40.98333333,27.51666667,Phaseolus vulgaris L.
40.5,29.3,Phaseolus vulgaris L.
21.2,72.83333333,Phaseolus vulgaris L.
20.11666667,-98.75,Phaseolus vulgaris L.
36,53,Phaseolus vulgaris L.
10.53305556,-85.58305556,Phaseolus vulgaris L.
20.9,-103.8333333,Phaseolus vulgaris L.
17.21666667,-96.78333333,Phaseolus vulgaris L.
35.03333333,-107.3833333,Phaseolus vulgaris L.
19.33,-99.34,Phaseolus vulgaris L.
19.15,-97.65,Phaseolus vulgaris L.
23.85,-104.2333333,Phaseolus vulgaris L.
49.39833333,-98.69472222,Phaseolus vulgaris L.
-10.96666667,-38.8,Phaseolus vulgaris L.
10.1,-84.36666667,Phaseolus vulgaris L.
2.33333333,-76.66666667,Phaseolus vulgaris L.
20.21694444,-98,Phaseolus vulgaris L.
-1.3,29.55,Phaseolus vulgaris L.
-23.70388889,-65.53805556,Phaseolus vulgaris L.
20.21666667,-104.1666667,Phaseolus vulgaris L.
7,80,Phaseolus vulgaris L.
38.45333333,71.61194444,Phaseolus vulgaris L.
17.06666667,-96.66666667,Phaseolus coccineus L.
-27.8,-64.25,Phaseolus lunatus L.
19.16666667,-99.35,Phaseolus coccineus L.
2.29,29.46,Phaseolus coccineus L.
35.08388889,-106.6511111,Phaseolus coccineus L.
14.23277778,-87.0875,Phaseolus coccineus L.
15.1,-87.15,Phaseolus vulgaris L.
14.58333333,-88.78333333,Phaseolus vulgaris L.
14.1,-88.11667,Phaseolus vulgaris
51.95,-103.6666667,Phaseolus vulgaris L.
49.88333333,-97.15,Phaseolus vulgaris L.
16.7,-98.4,Phaseolus vulgaris L.
32,77.5,Phaseolus vulgaris L.
37.55,126.9666667,Phaseolus vulgaris L.
21.01694444,-101.25,Phaseolus vulgaris L.
13.58333333,-87.25,Phaseolus vulgaris L.
16.25,-92.13305556,Phaseolus vulgaris L.
19.55,-103.3333333,Phaseolus vulgaris L.
26.9,-101.5169444,Phaseolus vulgaris L.
18.33333333,-97.35,Phaseolus vulgaris L.
14.91694444,-88.98305556,Phaseolus vulgaris L.
32.48333333,76.15,Phaseolus vulgaris L.
20.48333333,-102.4666667,Phaseolus vulgaris L.
21.88305556,-102.3,Phaseolus vulgaris L.
31.04,78.2,Phaseolus vulgaris L.
34.08333333,49.68333333,Phaseolus vulgaris L.
3,-75.5167,Phaseolus lunatus L.
3.6833,-75.6167,Phaseolus lunatus L.
39.04388889,68.82416667,Phaseolus spp.
36.86666667,70.83333333,Phaseolus coccineus L.
19.68305556,-103.4830556,Phaseolus acutifolius A. Gray
-10.68305556,-37.43305556,Phaseolus lunatus L.
43.2,24.16666667,Phaseolus coccineus L.
14.76694444,-91,Phaseolus dumosus Macfad.
39.91666667,116.3333333,Phaseolus vulgaris L.
37.93333333,41.95,Phaseolus vulgaris L.
13.63333333,44.06666667,Phaseolus vulgaris L.
21.31694444,-102.0169444,Phaseolus vulgaris L.
19.98333333,-101.15,Phaseolus vulgaris L.
19.98333333,-102.7166667,Phaseolus vulgaris L.
18,-93.36666667,Phaseolus vulgaris L.
22.5,-105.3666667,Phaseolus vulgaris L.
33.45,50.3,Phaseolus vulgaris L.
19.55,-96.93333333,Phaseolus vulgaris L.
15.33333333,-90.35,Phaseolus vulgaris L.
35.08389,-106.65111,Phaseolus vulgaris
35.92806,-110.67194,Phaseolus vulgaris
14.09666667,-87.10305556,Phaseolus vulgaris L.
14.22055556,-87.0875,Phaseolus vulgaris L.
40.24805556,70.08138889,Phaseolus vulgaris L.
38.09861111,69.79333333,Phaseolus spp.
-18.68305556,-49.58305556,Phaseolus lunatus L.
16.75,-92.65,Phaseolus coccineus L.
-21.11694444,-42.93305556,Phaseolus lunatus L.
-3.2,-52.2,Phaseolus lunatus L.
14.9,-87.33333333,Phaseolus vulgaris L.
14.83333333,-89.13333333,Phaseolus vulgaris L.
15.65,-91.76666667,Phaseolus vulgaris L.
51.96666667,5.66666667,Phaseolus vulgaris L.
19.95,-102.3333333,Phaseolus vulgaris L.
14.58333333,-87.21666667,Phaseolus vulgaris L.
16.75,-93.1,Phaseolus vulgaris L.
17.23333333,-96.8,Phaseolus vulgaris L.
16.25,-97.11666667,Phaseolus vulgaris L.
19.25,-99.05,Phaseolus vulgaris L.
18.31666667,-101.8166667,Phaseolus vulgaris L.
19.78333333,-102.1,Phaseolus vulgaris L.
18.96666667,-97.9,Phaseolus vulgaris L.
50.0175,-100.2625,Phaseolus vulgaris L.
-7.66666667,-78.05,Phaseolus vulgaris L.
38.34555556,71.41861111,Phaseolus vulgaris L.
15.46694444,-90.33305556,Phaseolus coccineus L.
-18.31694444,-48.91694444,Phaseolus lunatus L.
36,-110,Phaseolus lunatus L.
49.63333333,-100.1666667,Phaseolus vulgaris L.
14.4,-89.21666667,Phaseolus vulgaris L.
17.2,-100.4333333,Phaseolus vulgaris L.
-3.85,-40.93333333,Phaseolus vulgaris L.
14.71694444,-90.65,Phaseolus vulgaris L.
14.1,44.18333333,Phaseolus vulgaris L.
14.63333333,-90.03333333,Phaseolus vulgaris L.
19.68389,40.94917,Phaseolus vulgaris
51.33722222,23.51138889,Phaseolus vulgaris L.
38.09222222,69.33833333,Phaseolus spp.
21.81666667,-82.96666667,Phaseolus lunatus L.
-14.85,-40.85,Phaseolus lunatus L.
29,-112.4169444,Phaseolus acutifolius A. Gray
14.85,-91.31666667,Phaseolus dumosus Macfad.
46.1,-85.7,Phaseolus vulgaris L.
26.83333333,80.86666667,Phaseolus vulgaris L.
39.8,26.61666667,Phaseolus vulgaris L.
39.9,28.16666667,Phaseolus vulgaris L.
19.18333333,72.83333333,Phaseolus vulgaris L.
14.16694444,-89.1,Phaseolus vulgaris L.
20.65,-103.3166667,Phaseolus vulgaris L.
18.25,-97.13333333,Phaseolus vulgaris L.
19.96666667,-97.21666667,Phaseolus vulgaris L.
14.76694444,-91.21694444,Phaseolus vulgaris L.
-19.04305556,-65.25888889,Phaseolus vulgaris L.
-0.13333333,29.26666667,Phaseolus vulgaris L.
3.2167,-75.65,Phaseolus lunatus L.
4.6333,-74.3667,Phaseolus vulgaris L.
16.56666667,-92.76666667,Phaseolus lunatus L.
37.41666667,46.21666667,Phaseolus coccineus L.
35.92805556,-110.6719444,Phaseolus acutifolius A. Gray var. acutifolius
8.11666667,-72.25,Phaseolus vulgaris L. var. aborigineus (Burkart) Baudet
18.66694444,-96.98305556,Phaseolus coccineus L. var. coccineus
13.6,-87.75,Phaseolus vulgaris L.
50.01666667,-107.6666667,Phaseolus vulgaris L.
37.25,43.61666667,Phaseolus vulgaris L.
38.63333333,34.93333333,Phaseolus vulgaris L.
23.03333333,72.58333333,Phaseolus vulgaris L.
33.36666667,70.53333333,Phaseolus vulgaris L.
48.53333333,98.28333333,Phaseolus vulgaris L.
35.97,-106.0861111,Phaseolus vulgaris L.
20,-99.21666667,Phaseolus vulgaris L.
20.8,-100,Phaseolus vulgaris L.
20.83333333,-102.7666667,Phaseolus vulgaris L.
16.21694444,-93.98305556,Phaseolus vulgaris L.
18.33333333,-97.5,Phaseolus vulgaris L.
20.66666667,-101.4666667,Phaseolus vulgaris L.
-3.98333333,30.06666667,Phaseolus vulgaris L.
-1.4,28.86666667,Phaseolus vulgaris L.
14.96694444,-89.53305556,Phaseolus vulgaris L.
-2.7833,-78.9333,Phaseolus lunatus L.
39.45167,68.35333,Phaseolus vulgaris
3.86666667,30.21666667,Phaseolus lunatus L.
14.11666667,-89.46666667,Phaseolus lunatus L.
9.93305556,-84.08305556,Phaseolus lunatus L.
-10.73305556,-37.81694444,Phaseolus lunatus L.
3.21666667,-76.36666667,Phaseolus coccineus L.
28.88305556,-109.75,Phaseolus acutifolius A. Gray
14.85,-90.76666667,Phaseolus dumosus Macfad.
15.08333333,-89,Phaseolus vulgaris L.
13.48333333,-87.16666667,Phaseolus vulgaris L.
19.55,-99.18305556,Phaseolus vulgaris L.
20.4,-100,Phaseolus vulgaris L.
30.31666667,76.38333333,Phaseolus vulgaris L.
37.31666667,30.73333333,Phaseolus vulgaris L.
27.7,85.45,Phaseolus vulgaris L.
13.58305556,-88.78305556,Phaseolus vulgaris L.
20.25,-102.5666667,Phaseolus vulgaris L.
19.93333333,-97.96666667,Phaseolus vulgaris L.
20,-99.36666667,Phaseolus vulgaris L.
-2.96666667,29.18333333,Phaseolus vulgaris L.
-0.1,29.26666667,Phaseolus vulgaris L.
51.71528,23.48528,Phaseolus vulgaris
14.04583333,-87.02472222,Phaseolus vulgaris L.
38.56,69.00888889,Phaseolus spp.
35.8,50.9833,Phaseolus vulgaris
34.3167,47.0667,Phaseolus vulgaris
23.2,-106.2333,Phaseolus vulgaris
20.2167,-98,Phaseolus vulgaris
19.85,-97.7833,Phaseolus vulgaris
21.6333,-102.9667,Phaseolus vulgaris
21.85,-102.7167,Phaseolus vulgaris
20.5333,-97.4667,Phaseolus vulgaris
20.7667,-97.7667,Phaseolus vulgaris
18.8,-97.1833,Phaseolus vulgaris
19.05,-98.1833,Phaseolus vulgaris
21.5,-104.9,Phaseolus vulgaris
18.75,-97.3167,Phaseolus vulgaris
31.3167,48.7,Phaseolus vulgaris
18.6333,-97.4667,Phaseolus vulgaris
29.6167,51.6333,Phaseolus vulgaris
29.6,52.5333,Phaseolus vulgaris
-2.1667,-79.9,Phaseolus vulgaris
16.2667,-92.1333,Phaseolus vulgaris
-0.2167,-78.5,Phaseolus vulgaris
0.35,-78.1167,Phaseolus vulgaris
-17.7,-65.15,Phaseolus vulgaris
20.35,-101.9667,Phaseolus vulgaris
21.3667,-102.85,Phaseolus vulgaris
20.45,-103.1667,Phaseolus vulgaris
21.2167,-102.7167,Phaseolus vulgaris
21.1833,-102.9,Phaseolus vulgaris
21.45,-102.5833,Phaseolus vulgaris
21.5167,-102.4167,Phaseolus vulgaris
21.3667,-101.9167,Phaseolus vulgaris
21.8833,-102.3,Phaseolus vulgaris
38.0833,46.3,Phaseolus vulgaris
22.7833,-102.5833,Phaseolus vulgaris
22.35,-102.8833,Phaseolus vulgaris
21.4167,-103.1167,Phaseolus vulgaris
21.8333,-103.3667,Phaseolus vulgaris
37.55,45.0667,Phaseolus vulgaris
34.5167,69.2,Phaseolus vulgaris
-6.1333,106.8167,Phaseolus vulgaris
20.55,-102.5167,Phaseolus vulgaris
20.35,-102,Phaseolus vulgaris
-17.9167,25.85,Phaseolus vulgaris
20.6833,-101.4667,Phaseolus vulgaris
34.0167,71.55,Phaseolus vulgaris
20.6,-100.3833,Phaseolus vulgaris
28.6167,77.2,Phaseolus vulgaris
19.95,-99.85,Phaseolus vulgaris
19.8667,-99.7333,Phaseolus vulgaris
17.65,-99.55,Phaseolus vulgaris
19.2833,-99.5,Phaseolus vulgaris
29.1667,75.7167,Phaseolus vulgaris
30.3333,78.0333,Phaseolus vulgaris
20.4167,-98.2,Phaseolus vulgaris
19.8167,-97.35,Phaseolus vulgaris
33.75,68.3833,Phaseolus vulgaris
20.9167,-97.6833,Phaseolus vulgaris
35.95,70.4,Phaseolus vulgaris
20.0667,-97.05,Phaseolus vulgaris
31,61.85,Phaseolus vulgaris
20.1333,-102.0833,Phaseolus vulgaris
21.0167,-102.25,Phaseolus vulgaris
20.3333,-102.2833,Phaseolus vulgaris
35.6667,51.4333,Phaseolus vulgaris
-1.2833,36.8167,Phaseolus vulgaris
-2.3167,28.75,Phaseolus vulgaris
20,-102.3333,Phaseolus vulgaris
9.8667,-83.9167,Phaseolus vulgaris
10.4333,-85.1,Phaseolus vulgaris
-9.2833,-77.6,Phaseolus vulgaris
2.45,-76.6,Phaseolus vulgaris
9.0333,38.7,Phaseolus vulgaris
39.9333,32.8667,Phaseolus vulgaris
40.7333,31.6167,Phaseolus vulgaris
39.65,27.8833,Phaseolus vulgaris
37.7167,30.2833,Phaseolus vulgaris
36.7833,31.4333,Phaseolus vulgaris
37.0667,30.2167,Phaseolus vulgaris
38.6833,29.4167,Phaseolus vulgaris
26.6333,58.5,Phaseolus vulgaris
-2.55,-78.9333,Phaseolus vulgaris
-3.3167,-79.8,Phaseolus vulgaris
32.6667,51.6333,Phaseolus vulgaris
-3.45,-79.9667,Phaseolus vulgaris
-2.8833,-78.9833,Phaseolus vulgaris
16.75,-96.7333,Phaseolus vulgaris
19.5333,-103.75,Phaseolus vulgaris
20.2167,-99.6167,Phaseolus vulgaris
16.7333,-92.0333,Phaseolus vulgaris
19.25,-99.6,Phaseolus vulgaris
19.5167,-98.8833,Phaseolus vulgaris
19.4833,-98.9,Phaseolus vulgaris
19.7667,-97.2333,Phaseolus vulgaris
16.6667,-96.1,Phaseolus vulgaris
-11.1667,-76,Phaseolus vulgaris
-3.2667,-79.9667,Phaseolus vulgaris
19.6833,-103.4833,Phaseolus vulgaris
20.45,-99.9833,Phaseolus vulgaris
-17.3833,-66.1833,Phaseolus vulgaris
55.65,13.1167,Phaseolus vulgaris
37.8667,32.5167,Phaseolus vulgaris
15.4833,-90.3167,Phaseolus vulgaris
15.5,-86.5667,Phaseolus vulgaris
41.2833,36.3333,Phaseolus vulgaris
24.7833,-104.45,Phaseolus vulgaris
19.7,-103.4833,Phaseolus vulgaris
41.15,21.2833,Phaseolus vulgaris
41.1167,21.8,Phaseolus vulgaris
19.6667,-99.1833,Phaseolus vulgaris
14.9667,-89.5333,Phaseolus vulgaris
22.7833,-102.6,Phaseolus vulgaris
23.1833,-102.8833,Phaseolus vulgaris
19.8333,-98.9833,Phaseolus vulgaris
19.8,-99.1,Phaseolus vulgaris
19.2833,-99.6667,Phaseolus vulgaris
19.2667,-98.9,Phaseolus vulgaris
19.3,-99.6667,Phaseolus vulgaris
21.8833,-101.5833,Phaseolus vulgaris
19.2833,-99.65,Phaseolus vulgaris
20.6833,-103.3333,Phaseolus vulgaris
20.0333,-100.7167,Phaseolus vulgaris
24.05,-104.6667,Phaseolus vulgaris
25.3667,-105.75,Phaseolus vulgaris
24.5333,-104.6667,Phaseolus vulgaris
24.45,-104.1,Phaseolus vulgaris
24.5167,-104.7833,Phaseolus vulgaris
23.7167,-103.9833,Phaseolus vulgaris
23.8333,-104.2333,Phaseolus vulgaris
24.4,-104.3333,Phaseolus vulgaris
22.2333,-102.3167,Phaseolus vulgaris
14.9333,-91.1167,Phaseolus vulgaris
38.7167,35.5,Phaseolus vulgaris
20.3667,-99.65,Phaseolus vulgaris
20.05,-102.7333,Phaseolus vulgaris
38.1,37.8833,Phaseolus vulgaris
39.75,37.0333,Phaseolus vulgaris
39.8333,34.8,Phaseolus vulgaris
18.35,-99.5333,Phaseolus vulgaris
20.1167,-98.7333,Phaseolus vulgaris
17.05,-96.7167,Phaseolus vulgaris
19.3167,-97.9333,Phaseolus vulgaris
27.0167,-108.9333,Phaseolus vulgaris
17.8,-97.7667,Phaseolus vulgaris
15.3333,-91.4667,Phaseolus vulgaris
20.1167,-98.75,Phaseolus vulgaris
20.1833,-98.05,Phaseolus vulgaris
20.0833,-98.3667,Phaseolus vulgaris
19.4167,-98.1667,Phaseolus vulgaris
14.6333,-91.5167,Phaseolus vulgaris
14.6167,-89.9833,Phaseolus vulgaris
13.5667,-88.8667,Phaseolus vulgaris
14.2833,-89.9,Phaseolus vulgaris
14.4,-89.2167,Phaseolus vulgaris
13.7167,-88.9333,Phaseolus vulgaris
-3.55,29.6833,Phaseolus vulgaris
13.9167,-89.85,Phaseolus vulgaris
14.5333,-87.8167,Phaseolus vulgaris
14.8333,-89.0333,Phaseolus vulgaris
14.6667,-91.25,Phaseolus vulgaris
14.6667,-90.8167,Phaseolus vulgaris
15.6667,-91.5833,Phaseolus vulgaris
14.6333,-89.9833,Phaseolus vulgaris
14.8333,-91.5167,Phaseolus vulgaris
15.05,-91.0333,Phaseolus vulgaris
37.0333,27.95,Phaseolus vulgaris
30.3667,78.5,Phaseolus vulgaris
19.0667,-98.3,Phaseolus vulgaris
-14.2833,-73.25,Phaseolus vulgaris
-9.3667,-77.6,Phaseolus vulgaris
3.0167,-76.4667,Phaseolus vulgaris
2.4833,-76.5333,Phaseolus vulgaris
3.6,-76.6,Phaseolus vulgaris
7.3833,-72.65,Phaseolus vulgaris
1.15,-77.8833,Phaseolus vulgaris
-0.2,-74.7667,Phaseolus vulgaris
1.2833,-77.4667,Phaseolus vulgaris
2.5,-75.35,Phaseolus vulgaris
4.9167,-73.85,Phaseolus vulgaris
2.6333,-75.3,Phaseolus vulgaris
19.7667,-104.3667,Phaseolus vulgaris
4.9167,-74.1,Phaseolus vulgaris
4.3333,-73.95,Phaseolus vulgaris
4.35,-74.3667,Phaseolus vulgaris
5.1,-73.9167,Phaseolus vulgaris
4.4,-74.4,Phaseolus vulgaris
2.75,-76.6333,Phaseolus vulgaris
5.3167,-73.8167,Phaseolus vulgaris
1.8333,-76.9667,Phaseolus vulgaris
5.6333,-73.5667,Phaseolus vulgaris
5.2167,-75.8,Phaseolus vulgaris
2.3333,-76.6667,Phaseolus vulgaris
5.6167,-73.8333,Phaseolus vulgaris
5.75,-72.8333,Phaseolus vulgaris
5.55,-73.5667,Phaseolus vulgaris
5.75,-72.8,Phaseolus vulgaris
19.4167,-102.0667,Phaseolus vulgaris
6.0833,-75.3167,Phaseolus vulgaris
6.5,-75.7667,Phaseolus vulgaris
6.6833,-75.9,Phaseolus vulgaris
6.9667,-75.4,Phaseolus vulgaris
6.3333,-75.55,Phaseolus vulgaris
6.1833,-75.3667,Phaseolus vulgaris
18.8667,-97.3667,Phaseolus vulgaris
9.3167,42.1167,Phaseolus vulgaris
31.5833,74.8833,Phaseolus vulgaris
8.5667,39.1333,Phaseolus vulgaris
15.7833,-87.45,Phaseolus vulgaris
11.4333,-85.8333,Phaseolus vulgaris
18.8833,-96.9333,Phaseolus vulgaris
12.8833,-85.95,Phaseolus vulgaris
14.5667,-90.7333,Phaseolus vulgaris
14.5333,-91.5,Phaseolus vulgaris
-12.8667,-72.7167,Phaseolus vulgaris
22.1833,-102.35,Phaseolus vulgaris
16.7833,-96.6667,Phaseolus vulgaris
25.0833,-103.75,Phaseolus vulgaris
16.9,-96.35,Phaseolus vulgaris
17.0667,-96.7167,Phaseolus vulgaris
13.7833,-89.75,Phaseolus vulgaris
-25.8,-64.9667,Phaseolus vulgaris
14.45,-87.6333,Phaseolus vulgaris
-3.9833,-79.35,Phaseolus vulgaris
-12.8167,-72.7167,Phaseolus vulgaris
19.95,-102.2333,Phaseolus vulgaris
14.8,-87.35,Phaseolus vulgaris
20.95,-100.75,Phaseolus vulgaris
20.45,-101.5333,Phaseolus vulgaris
15.6667,-89.5333,Phaseolus vulgaris
15.1,-86.5,Phaseolus vulgaris
15.0333,-88.8333,Phaseolus vulgaris
-1.4,-78.4167,Phaseolus vulgaris
-4.2167,-79.25,Phaseolus vulgaris
13.7833,-87.6333,Phaseolus vulgaris
15.35,-88.4,Phaseolus vulgaris
13.6167,-86.5167,Phaseolus vulgaris
9.9,-83.6833,Phaseolus vulgaris
14.3,-90.7833,Phaseolus vulgaris
7.2667,-72.65,Phaseolus vulgaris
13.0833,-86.35,Phaseolus vulgaris
15.4667,-86.6833,Phaseolus vulgaris
14.7667,-88.7833,Phaseolus vulgaris
14.85,-88.8333,Phaseolus vulgaris
0.2333,-78.2667,Phaseolus vulgaris
18.9667,-97.9167,Phaseolus vulgaris
20.2167,-101.1333,Phaseolus vulgaris
16.5333,-92.8167,Phaseolus vulgaris
20.1333,-100.3333,Phaseolus vulgaris
20.5667,-101.2,Phaseolus vulgaris
21.1833,-102.35,Phaseolus vulgaris
18.4167,-97.4333,Phaseolus vulgaris
11.8667,-85.9333,Phaseolus vulgaris
0.4667,-77.9833,Phaseolus vulgaris
0.35,-78.2167,Phaseolus vulgaris
-1.4833,-77.9833,Phaseolus vulgaris
-4.25,-79.45,Phaseolus vulgaris
-0.1,-78.35,Phaseolus vulgaris
14.0167,-86.6667,Phaseolus vulgaris
17.25,-96.8,Phaseolus vulgaris
5.8833,-75.4833,Phaseolus vulgaris
10.0167,-84.2167,Phaseolus vulgaris
17.8,-97.7833,Phaseolus vulgaris
17.3833,-96.9333,Phaseolus vulgaris
21.5167,-104.8833,Phaseolus vulgaris
21.0833,-104.3333,Phaseolus vulgaris
18.9167,-99.2333,Phaseolus vulgaris
18.4,-99.9833,Phaseolus vulgaris
19.2667,-103.6833,Phaseolus vulgaris
19.3167,-103.75,Phaseolus vulgaris
17.3167,-99.4667,Phaseolus vulgaris
15.0167,-92.3667,Phaseolus vulgaris
16.7,-93.7167,Phaseolus vulgaris
16.75,-93.1167,Phaseolus vulgaris
16.7667,-92.6333,Phaseolus vulgaris
16.25,-92.1333,Phaseolus vulgaris
9.1,37.25,Phaseolus vulgaris
9.5833,41.8667,Phaseolus vulgaris
-5.1,38.6333,Phaseolus vulgaris
18.3167,-99.8167,Phaseolus vulgaris
-13.55,-72.7,Phaseolus vulgaris
5.85,-75.2667,Phaseolus vulgaris
4.7333,-73.5333,Phaseolus vulgaris
-5.2333,-79.4667,Phaseolus vulgaris
14.85,-90.0667,Phaseolus vulgaris
-16.2833,-72.4667,Phaseolus vulgaris
5.0833,-73.1333,Phaseolus vulgaris
1.9667,-75.8,Phaseolus vulgaris
